n_participant,duration,age>65,male,ethnicity_white,use_technology,medication,follow_up_considered,use_wearables,use_mobile_app,interviews_needed,questionare_completed,feedback_provided,prioir_treatment_history_considered,co_mobidities_considered,treatment_type,biosamples_collected,randomised,mutli_site,adverse_event_considered,support_sessions,retention_rate
60774.0,53.0,0.14533608030107945,0.24940047500601312,0.714013627737392,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.5001986733308315
17094.0,40.0,0.23698814305068958,0.33495484683098103,0.7053140602093773,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.540627537288344
6552.0,35.0,0.32440354161363266,0.43234082130953133,0.7928110747798057,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.6412371631814645
94891.0,66.0,0.08339368149197394,0.16197247093552322,0.5975548247291815,no,5ARI,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.38000595388525127
96565.0,68.0,0.15342514051111644,0.2153390997771065,0.47223205192517104,no,5ARI,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.3520634312124171
80849.0,59.0,0.24030005464250742,0.3403871258927679,0.7161312846441525,no,venlafaxine,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.5498137300456359
30496.0,45.0,0.36234405571627054,0.45231224493976285,0.7546650749912862,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.6251864127569834
9812.0,37.0,0.607795640796832,0.7059366324965229,0.9440117305713174,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.8596770439347411
68439.0,55.0,0.2032349593582051,0.3196787308940573,0.7708440084379843,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.5741301243083725
44043.0,48.0,0.11061875677883136,0.19657314660587408,0.6239707110978825,yes,Antidepressant,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.4171057859947437
12248.0,38.0,0.11036039490226413,0.17540251293315479,0.48225471212440096,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.33297868480965753
49543.0,50.0,0.21223186483025402,0.32374111131923866,0.7531697972508125,yes,Antidepressant,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.5646101537451395
3487.0,32.0,0.5159308883641429,0.6293731990530645,0.9217207671256276,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.8149305768108897
90937.0,63.0,0.10155963401761103,0.18292043270328756,0.5994936919771678,no,5ARI,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.3954112233319659
25915.0,44.0,0.2592832879405588,0.35109133372411955,0.6905649620333076,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.5398534486746986
66269.0,54.0,0.3261949257254606,0.4263747650460919,0.7667193701647561,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.6214520466884881
31206.0,45.0,0.1895036527936895,0.2871423172749143,0.6850446618414916,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.5040540603171275
52031.0,51.0,0.3889526072457729,0.5075336013593745,0.8621377079784984,no,Antidepressant,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.7219890320702279
54694.0,51.0,0.4684633113852149,0.5537214721977332,0.8201195436021003,no,Antidepressant,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.7096900000471942
18526.0,41.0,0.13329506757022241,0.2130272673467263,0.5783587139700032,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.4036878711039013
96960.0,69.0,0.36970742727346356,0.46536042161051894,0.7804050582851106,no,5ARI,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.6472049563243327
77525.0,58.0,0.317922492240094,0.44234110944223726,0.8408589749676793,no,citalopram,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.6796967480455256
93953.0,66.0,0.25101958695034193,0.35072578903804896,0.7199191031511826,no,5ARI,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.5571693032842164
89488.0,63.0,0.19399304079683513,0.27203423324106235,0.5860016569368013,no,venlafaxine,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.44129362245757076
59810.0,52.0,0.4492030159138238,0.564246940159863,0.8878259881689504,no,Antidepressant,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.763514533701071
92191.0,64.0,0.13734153786749498,0.22263584401226508,0.612027782540631,no,5ARI,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.427020167610731
8895.0,36.0,0.2106733390119724,0.3014875421002613,0.6597024922576685,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.4971214293045396
19638.0,41.0,0.35176055404457107,0.45832702107616485,0.8050095354456526,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.6606259328038946
4570.0,33.0,0.3030632016448777,0.45053540978014445,0.8930621073724061,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.726120894151619
32567.0,45.0,0.43488086701579043,0.5620607014862289,0.9063167647061025,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.7785518311838703
38898.0,47.0,0.17191400373058804,0.268858645564291,0.6778287166245011,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.48993409534626314
27171.0,44.0,0.40085371757105154,0.5295053140810186,0.8924964745273779,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.7549567303050074
82882.0,59.0,0.3318675100036528,0.41822305403552323,0.7178308291880204,no,venlafaxine,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.5874999344257762
35707.0,46.0,0.3080896020748673,0.4046434381604565,0.7412603336266291,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.5956187298253034
28129.0,44.0,0.13852996670220388,0.18662670005145057,0.6891031696522988,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.2899870159847626
54292.0,51.0,0.34870132635624107,0.44120587188499005,0.8815679714058867,no,Antidepressant,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.6199281780270174
14135.0,39.0,0.2078089748808305,0.31699834892141593,0.4606103402170042,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.5542891717145912
80230.0,58.0,0.7449880703388623,0.8160256893364153,0.67731682788514,no,venlafaxine,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.9210647041389953
7501.0,36.0,0.16592448964265144,0.24633624732244472,0.8916651699647656,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.42787101661382154
98689.0,72.0,0.1621801500098404,0.24843614173482012,0.8036299523798646,no,5ARI,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.4460256654390513
77236.0,57.0,0.34866808565175655,0.4688945888764091,0.9417624251455583,no,citalopram,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.6932980694848588
19912.0,42.0,0.0699286812597772,0.13983061068436778,0.8651243523091665,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.3405240273967066
602.0,25.0,0.19767036306463232,0.30320352538873413,0.6959847000465657,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.5356776599508176
81555.0,59.0,0.2809351517111678,0.3714900236870446,0.8635088286700765,no,venlafaxine,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.5545709461097043
70700.0,55.0,0.2773047642302652,0.3997812768263092,0.8754862549019667,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.6436078526440622
72914.0,56.0,0.10480465106424852,0.17631936436539075,0.5850662980041305,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.3561390862733086
77138.0,57.0,0.4472042693383401,0.5256639432416848,0.6904799493965129,no,citalopram,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.6726066381413411
7451.0,36.0,0.5152813229197306,0.616714464833076,0.6529921568532089,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.7891225788107984
35879.0,46.0,0.28048316701059517,0.37261803231702356,0.995701998626424,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.5589010810844265
11631.0,38.0,0.02316876938708462,0.07851098180478998,0.46087787773061734,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.312137945310546
86317.0,61.0,0.6361817276014975,0.728181624321199,0.4404264523611156,no,venlafaxine,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.8712184273840763
62349.0,53.0,0.6159621843121064,0.7129321985608035,0.7956713802754105,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.8640893113669863
33123.0,46.0,0.1466814877699051,0.23406250359540284,0.7886876349193049,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.4402026982560055
6403.0,35.0,0.32722197822560034,0.44208847733095397,0.5319929397110763,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.6621272000993778
31133.0,45.0,0.6100334546958096,0.7041479852551402,0.6897664218522889,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.8538387759964351
32552.0,45.0,0.2261243626992781,0.3201373424370761,0.7726380800830914,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.5195810545096898
72974.0,56.0,0.37811529905533686,0.49541246745980555,0.7996151015974399,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.7099830523565573
63774.0,54.0,0.16616565482902967,0.2502492051854349,0.7194381745717066,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.44105679151793464
88727.0,62.0,0.3711587352948932,0.46872716935438724,0.8735444142980193,no,venlafaxine,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.6536028199428464
47248.0,49.0,0.2231762524251632,0.3412357481377884,0.7297937347078649,yes,Antidepressant,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.592172333888978
12003.0,38.0,0.27404063020029484,0.37868338353974945,0.708759016793626,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.5904606168606905
71339.0,56.0,0.3730075387746662,0.48094896232255613,0.6469526278148036,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.6822782432371584
76090.0,57.0,0.32109141312173756,0.4118827318892734,0.6701161064433891,no,citalopram,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.5905202422042449
56150.0,52.0,0.44628536344013203,0.5424502237594212,0.729397332749214,no,Antidepressant,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.7166758155117197
77108.0,57.0,0.3377718556063538,0.4463432763855933,0.8534611510916118,no,citalopram,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.6541296612543037
49405.0,50.0,0.10139033054885632,0.15880213549690264,0.7671238577029789,yes,Antidepressant,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.2970201414349343
52297.0,51.0,0.3608639936929909,0.45022965561167116,0.8155704126228779,no,Antidepressant,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.6221917387817745
42783.0,48.0,0.364829158103287,0.490269040790631,0.560273150087743,yes,Antidepressant,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.7190309042572807
2591.0,30.0,0.42208730394830857,0.5243468879749479,0.7052925671215082,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.7103517091993956
10834.0,38.0,0.3901136490107405,0.5049027244558774,0.6933758886871002,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.7137802043307168
3191.0,31.0,0.3619635019542027,0.47772830388661774,0.792331967047927,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.6928886793873453
63659.0,53.0,0.2128016138038659,0.3126169742214779,0.9222892815112127,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.5279244517013357
31470.0,45.0,0.20328607047926336,0.3434007998998015,0.7596806575019214,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.6453399126657445
50882.0,50.0,0.2127839308855776,0.32188940584840037,0.6417473702941202,no,Antidepressant,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.5574503911641497
90761.0,63.0,0.4086092485448046,0.5125201062043899,0.7592381925900101,no,5ARI,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.7027175227364697
24967.0,43.0,0.30709924848445,0.42037792632454507,0.7057509298808313,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.6415728397490177
41068.0,48.0,0.4046599014386443,0.5244776246145697,0.7201000453925355,yes,Antidepressant,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.7377634515532185
75567.0,57.0,0.24317970826388735,0.3414502692472331,0.767486308707864,no,citalopram,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.5464906274380404
22918.0,43.0,0.3128171079579755,0.4192629630395157,0.7657282441623995,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.6274844196737076
7744.0,36.0,0.2519486738252747,0.3486963413748374,0.5461788652701982,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.5488899400244035
29011.0,44.0,0.6200109863358957,0.7028008669458259,0.42233627738137464,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.8397048548542932
16164.0,40.0,0.6277996694901233,0.7096913334564848,0.9450796922162156,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.8445677995674664
92973.0,65.0,0.08237818745004714,0.16928669791152823,0.6834135007314346,no,5ARI,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.41686630324664514
80822.0,59.0,0.20348261042092325,0.27652891679085256,0.9247345865517128,no,venlafaxine,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.4323421349659635
63359.0,53.0,0.1533221270661739,0.24133615994748564,0.9198438211595679,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.44657508136782126
87152.0,61.0,0.07620638284564814,0.12970074703434592,0.7506995649053907,no,venlafaxine,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.2673505229701208
80377.0,59.0,0.47958875747268176,0.5814597025863674,0.5531483074530221,no,venlafaxine,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.7594167954500554
18698.0,41.0,0.4651649866505837,0.11727227822462305,0.601531371820924,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.2645587336743577
89261.0,62.0,0.4396719783959938,0.2738305629863979,0.7625046259432112,no,venlafaxine,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.4505135310433366
53957.0,51.0,0.3300233431620776,0.3888254544100826,0.6518988966396645,no,Antidepressant,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.6018273787728573
80754.0,59.0,0.35354883458951425,0.2827345589140109,0.7130541166671966,no,venlafaxine,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.48281030734457026
89614.0,63.0,0.5113505770086442,0.3585132385993984,0.44965250212875674,no,venlafaxine,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.5567866299582589
31834.0,45.0,0.31677402314698616,0.13456974968970706,0.8386807722167516,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.2905550208436903
11050.0,38.0,0.17451459115539675,0.5581305163303724,0.7062820596000395,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.7241577648258838
22832.0,43.0,0.4408637547274107,0.4563631601957565,0.6498090137905833,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.5977239681063019
42739.0,48.0,0.36321882091998636,0.34481401395365274,0.9565415828781981,yes,Antidepressant,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.5134413692012882
81811.0,59.0,0.10486739078112171,0.7150788371058288,0.6552489599356535,no,venlafaxine,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.8750599141996597
86080.0,61.0,0.2537477592529625,0.295952743783835,0.9465658639326668,no,venlafaxine,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.4917134194175818
745.0,25.0,0.23795511855884685,0.7226614917479758,0.62693509158004,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.8671374308778078
51099.0,50.0,0.4952355398310873,0.1873924569222671,0.5901327879336816,no,Antidepressant,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.41265246065157685
41770.0,48.0,0.24785349369588366,0.14981968514587324,0.8857587575773896,yes,Antidepressant,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.3674588682463028
22250.0,42.0,0.1778551318299573,0.5432943522857606,0.6422888232870498,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.7542642250109848
12031.0,38.0,0.4578011135458344,0.3005217809800246,0.8299175110732387,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.48686357985865714
33795.0,46.0,0.19714986900528697,0.40786329222735324,0.8762545175315518,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.6568834849947639
94294.0,66.0,0.09057514427458119,0.4945230221223044,0.8616330815549224,no,5ARI,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.7283261241734216
32354.0,45.0,0.3518904721113616,0.6064515864122787,0.6858568270051822,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.758792597476941
51903.0,50.0,0.32208348510520984,0.2862734438233415,0.787178387019573,no,Antidepressant,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.5040604168420396
70317.0,55.0,0.301131314464062,0.40124786421216335,0.8038279548785748,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.6237348934081556
36395.0,47.0,0.3456091266229792,0.38371723449560646,0.4402901344518895,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.6272935166200283
97180.0,69.0,0.4028974827376144,0.13246836374765916,0.7685082447835584,no,5ARI,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.2848663555351263
96247.0,68.0,0.33591683413715445,0.4313433407148382,0.8675656898326976,no,5ARI,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.6247936426028059
25216.0,43.0,0.2211509283349657,0.4820204796197578,0.887522695847273,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.7164413514592599
49750.0,50.0,0.15661805115681351,0.4520027555902852,0.8565902833850607,yes,Antidepressant,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.7216905306237199
30123.0,45.0,0.09485049653835219,0.4253442621399828,0.7724504401016757,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.6849006308602783
28520.0,44.0,0.3894427960703264,0.4969905167642747,0.8671406503803077,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.6554820207350768
3737.0,32.0,0.25634419863324376,0.4975940570666367,0.7137292549698842,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.7221106541449561
60976.0,53.0,0.20197354987328356,0.2785466225843855,0.9350026912690157,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.5163909467469634
50293.0,50.0,0.10572165380766842,0.6608263858314303,0.8673455321456,no,Antidepressant,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.8372826502872812
5195.0,34.0,0.24068411909954066,0.5328878402220208,0.7262644618175274,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.7356677542207245
27901.0,44.0,0.3667249230266761,0.32707099993545546,0.7379780923247139,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.5493729809932699
90831.0,63.0,0.3334881162928695,0.30960744450640326,0.7784064584491752,no,5ARI,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.5477713817097768
